ts_code,name,coverage_count,recent_30d_count,latest_report_date,positive_pct,negative_pct,neutral_pct,recent_positive_pct,rating_trend,eps_y1_mean,eps_y1_std,eps_y1_year,pe_y1_mean,tp_mean,tp_count,tp_change,tp_change_pct,tp_raised_count,tp_cut_count
000001.SZ,平安银行,5,5,2026-05-12,80.0,0.0,20.0,80.0,数据不足,2.24,0.04,2026.0,5.2,13.76,3,-3.8,-25.3,0,0
600893.SH,航发动力,5,4,2026-05-13,80.0,0.0,20.0,100.0,数据不足,0.22,0.02,2026.0,232.0,55.56,1,,,0,0
600977.SH,中国电影,5,0,2025-04-20,80.0,0.0,20.0,,数据不足,0.16,0.03,2024.0,78.7,12.7,3,-1.64,-12.4,0,0
600968.SH,海油发展,5,0,2025-04-28,60.0,0.0,40.0,,数据不足,0.41,0.01,2025.0,10.0,4.9,1,,,0,0
600958.SH,东方证券,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,0.74,0.02,2026.0,12.4,12.59,1,,,0,0
600941.SH,中国移动,5,5,2026-04-29,100.0,0.0,0.0,100.0,数据不足,6.13,0.26,2026.0,15.6,,0,,,0,0
600938.SH,中国海油,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,3.5,0.28,2026.0,11.5,,0,,,0,0
600930.SH,华电新能,5,2,2026-04-30,20.0,0.0,80.0,50.0,升级,0.19,0.03,2025.0,33.0,7.0,1,,,0,0
600926.SH,杭州银行,5,5,2026-05-04,100.0,0.0,0.0,100.0,数据不足,2.92,0.02,2026.0,6.1,19.08,1,,,0,0
600919.SH,江苏银行,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,2.04,0.02,2026.0,5.7,13.9,1,,,0,0
600918.SH,中泰证券,5,0,2026-04-02,100.0,0.0,0.0,,数据不足,0.22,0.03,2025.0,30.2,7.42,2,-0.03,-0.4,0,1
600905.SH,三峡能源,5,3,2026-05-13,100.0,0.0,0.0,100.0,稳定,0.16,0.04,2026.0,26.9,4.96,2,-0.04,-0.8,0,0
600900.SH,长江电力,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.5,0.02,2026.0,18.1,35.36,2,2.73,8.0,0,0
600887.SH,伊利股份,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,1.94,0.01,2026.0,14.3,36.86,3,-4.3,-11.0,0,0
600998.SH,九州通,5,0,2025-05-08,80.0,0.0,20.0,,数据不足,0.56,0.03,2025.0,9.4,6.84,1,,,0,0
600886.SH,国投电力,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,0.95,0.02,2026.0,14.3,16.88,2,-0.25,-1.5,0,0
600884.SH,杉杉股份,5,0,2024-06-04,80.0,0.0,20.0,,数据不足,0.46,0.09,2024.0,24.5,,0,,,0,0
600875.SH,东方电气,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,1.46,0.14,2026.0,26.6,56.95,3,0.0,0.0,0,0
600872.SH,中炬高新,5,0,2025-05-06,100.0,0.0,0.0,,数据不足,1.15,0.04,2025.0,16.9,26.92,1,,,0,0
600867.SH,通化东宝,5,0,2025-05-14,60.0,0.0,40.0,,数据不足,0.19,0.16,2025.0,113.4,10.54,4,1.27,13.0,1,1
600848.SH,上海临港,5,0,2025-04-16,100.0,0.0,0.0,,数据不足,0.5,0.09,2024.0,19.9,11.0,1,,,0,0
600845.SH,宝信软件,5,2,2026-05-06,100.0,0.0,0.0,100.0,稳定,0.59,0.02,2026.0,38.5,30.66,1,,,0,0
600837.SH,海通证券,5,0,2024-08-30,80.0,0.0,20.0,,数据不足,0.52,0.44,2024.0,34.9,10.86,4,-0.14,-1.1,0,1
600809.SH,山西汾酒,5,5,2026-05-10,80.0,0.0,20.0,80.0,数据不足,9.77,0.59,2026.0,14.5,201.0,1,,,0,0
600803.SH,新奥股份,5,2,2026-05-06,100.0,0.0,0.0,100.0,稳定,1.76,0.09,2026.0,12.4,27.0,1,,,0,0
600795.SH,国电电力,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,0.34,0.03,2026.0,14.6,6.0,1,,,0,0
600989.SH,宝丰能源,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,2.25,0.08,2026.0,13.4,35.92,3,-1.15,-3.2,0,0
600999.SH,招商证券,5,5,2026-05-10,80.0,0.0,20.0,80.0,数据不足,1.63,0.09,2026.0,9.9,21.37,5,1.95,10.9,0,0
600160.SH,巨化股份,5,5,2026-05-08,100.0,0.0,0.0,100.0,数据不足,2.12,0.12,2026.0,17.0,,0,,,0,0
601138.SH,工业富联,5,5,2026-05-15,80.0,0.0,20.0,80.0,数据不足,3.15,0.19,2026.0,20.2,88.84,2,22.32,28.7,0,0
601298.SH,青岛港,5,3,2026-05-13,100.0,0.0,0.0,100.0,稳定,0.85,0.01,2026.0,10.4,11.31,1,,,0,0
601288.SH,农业银行,5,5,2026-05-08,80.0,0.0,20.0,80.0,数据不足,0.87,0.01,2026.0,8.2,7.89,2,0.26,3.4,0,0
601238.SH,广汽集团,5,3,2026-05-05,80.0,0.0,20.0,100.0,升级,0.35,0.08,2026.0,,8.46,2,-1.07,-11.9,0,0
601231.SH,环旭电子,5,0,2025-05-07,80.0,0.0,20.0,,数据不足,0.83,0.07,2025.0,18.3,17.5,2,-3.0,-15.8,0,0
601229.SH,上海银行,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.74,0.02,2026.0,5.4,12.03,1,,,0,0
601225.SH,陕西煤业,5,5,2026-04-30,80.0,0.0,20.0,80.0,数据不足,2.05,0.06,2026.0,12.4,30.38,2,1.23,4.1,0,0
601211.SH,国泰海通,5,5,2026-04-27,80.0,0.0,20.0,80.0,数据不足,1.56,0.08,2026.0,10.7,23.22,4,3.4,17.1,0,0
601186.SH,中国铁建,5,1,2026-04-30,100.0,0.0,0.0,100.0,数据不足,1.32,0.07,2026.0,5.3,9.09,2,-1.81,-18.1,0,0
601169.SH,北京银行,5,5,2026-05-04,80.0,0.0,20.0,80.0,数据不足,1.05,0.04,2026.0,5.9,6.63,3,0.5,7.5,0,0
601166.SH,兴业银行,5,5,2026-05-07,80.0,0.0,20.0,80.0,数据不足,3.73,0.03,2026.0,5.1,24.7,2,2.79,12.0,0,0
601155.SH,新城控股,5,0,2025-05-07,100.0,0.0,0.0,,数据不足,0.37,0.03,2025.0,34.4,19.41,3,-3.59,-18.0,0,0
601127.SH,赛力斯,5,5,2026-05-06,80.0,0.0,20.0,80.0,数据不足,5.0,0.55,2026.0,18.4,112.27,3,0.34,0.3,0,0
601006.SH,大秦铁路,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,0.38,0.04,2026.0,15.4,6.0,2,0.6,10.5,0,0
601117.SH,中国化学,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,1.14,0.02,2026.0,7.5,13.41,1,,,0,0
601111.SH,中国国航,5,0,2026-04-14,100.0,0.0,0.0,,数据不足,0.11,0.04,2026.0,69.0,10.32,1,,,0,0
601108.SH,财通证券,5,0,2025-05-08,100.0,0.0,0.0,,数据不足,0.52,0.03,2025.0,14.1,9.03,1,,,0,0
601100.SH,恒立液压,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,2.6,0.04,2026.0,39.8,,0,,,0,0
601088.SH,中国神华,5,5,2026-04-30,100.0,0.0,0.0,100.0,数据不足,2.85,0.3,2026.0,16.6,55.44,1,,,0,0
601077.SH,渝农商行,5,5,2026-05-12,80.0,0.0,20.0,80.0,数据不足,1.16,0.03,2026.0,6.3,9.01,3,-1.28,-13.1,0,0
601066.SH,中信建投,5,3,2026-05-06,100.0,0.0,0.0,100.0,稳定,1.44,0.05,2026.0,15.8,,0,,,0,0
601058.SH,赛轮轮胎,5,5,2026-05-08,100.0,0.0,0.0,100.0,数据不足,1.33,0.1,2026.0,10.9,18.0,1,,,0,0
601021.SH,春秋航空,5,4,2026-05-12,80.0,0.0,20.0,75.0,数据不足,2.17,0.28,2026.0,22.2,67.9,1,,,0,0
601012.SH,隆基绿能,5,5,2026-05-08,100.0,0.0,0.0,100.0,数据不足,0.24,0.17,2026.0,256.0,23.0,2,-6.0,-23.1,0,0
601009.SH,南京银行,5,5,2026-04-29,100.0,0.0,0.0,100.0,数据不足,1.92,0.01,2026.0,6.3,14.16,2,-2.47,-16.0,0,0
600763.SH,通策医疗,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,1.23,0.04,2025.0,32.7,47.84,2,2.33,5.0,0,0
600760.SH,中航沈飞,5,2,2026-05-09,100.0,0.0,0.0,100.0,稳定,1.25,0.12,2026.0,39.4,68.1,1,,,0,0
600754.SH,锦江酒店,5,0,2025-05-14,80.0,0.0,20.0,,数据不足,0.99,0.07,2025.0,24.3,26.42,2,7.85,34.9,0,0
600332.SH,白云山,5,1,2026-04-28,40.0,0.0,60.0,0.0,数据不足,2.01,0.16,2026.0,12.0,34.0,3,0.0,0.0,0,0
600436.SH,片仔癀,5,5,2026-05-15,80.0,0.0,20.0,80.0,数据不足,3.38,0.79,2026.0,38.5,195.88,4,-46.5,-21.5,0,0
600426.SH,华鲁恒升,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,2.47,0.16,2026.0,15.5,47.5,1,,,0,0
600415.SH,小商品城,5,5,2026-05-12,80.0,0.0,20.0,80.0,数据不足,1.01,0.04,2026.0,13.5,20.04,3,0.57,2.8,0,0
600406.SH,国电南瑞,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,1.15,0.02,2026.0,22.5,34.5,1,,,0,0
600398.SH,海澜之家,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,0.51,0.01,2025.0,15.5,9.06,2,-1.11,-11.6,0,0
600383.SH,金地集团,5,0,2025-05-12,80.0,0.0,20.0,,数据不足,0.41,0.34,2025.0,117.3,5.63,3,0.59,11.4,0,1
600377.SH,宁沪高速,5,2,2026-05-13,80.0,0.0,20.0,50.0,降级,0.96,0.01,2026.0,12.4,14.0,2,0.0,0.0,0,0
600372.SH,中航机载,5,5,2026-05-15,80.0,0.0,20.0,80.0,数据不足,0.25,0.01,2026.0,51.9,13.81,2,-1.38,-9.5,0,0
600362.SH,江西铜业,5,0,2026-04-03,60.0,0.0,40.0,,数据不足,3.02,0.8,2025.0,17.2,57.7,2,-14.21,-21.9,0,0
600352.SH,浙江龙盛,5,0,2025-04-28,80.0,0.0,20.0,,数据不足,0.65,0.02,2025.0,15.0,12.36,2,-0.96,-7.5,0,0
600346.SH,恒力石化,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.86,0.29,2026.0,12.0,30.0,1,,,0,0
600309.SH,万华化学,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,5.83,0.38,2026.0,15.2,108.31,4,-7.7,-7.0,0,0
600745.SH,闻泰科技,5,0,2025-10-29,100.0,0.0,0.0,,数据不足,1.5,0.35,2025.0,30.6,59.72,2,14.15,26.9,0,0
600299.SH,安迪苏,5,0,2025-04-30,80.0,0.0,20.0,,数据不足,0.6,0.02,2025.0,17.6,,0,,,0,0
600276.SH,恒瑞医药,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.43,0.07,2026.0,38.7,78.48,5,-1.42,-1.6,0,0
600271.SH,航天信息,5,0,2025-04-19,80.0,0.0,20.0,,数据不足,0.21,0.02,2024.0,41.0,8.6,3,0.61,7.3,1,0
600233.SH,圆通速递,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,1.79,0.03,2026.0,12.2,,0,,,0,0
000002.SZ,万科A,5,2,2026-05-14,60.0,0.0,40.0,50.0,降级,2.05,1.1,2026.0,,4.07,1,,,0,0
600208.SH,衢州发展,5,0,2025-05-05,20.0,0.0,80.0,,数据不足,0.26,0.0,2024.0,11.5,4.93,3,1.28,30.8,0,0
600196.SH,复星医药,5,2,2026-04-29,100.0,0.0,0.0,100.0,稳定,1.43,0.1,2026.0,18.3,44.0,1,,,0,0
600188.SH,兖矿能源,5,5,2026-05-11,80.0,0.0,20.0,80.0,数据不足,1.78,0.27,2026.0,12.5,29.64,1,,,0,0
600183.SH,生益科技,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,2.46,0.31,2026.0,32.9,98.05,2,6.1,6.4,0,0
600176.SH,中国巨石,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,1.6,0.08,2026.0,22.9,45.9,1,,,0,0
600170.SH,上海建工,5,0,2025-05-07,100.0,0.0,0.0,,数据不足,0.21,0.03,2025.0,12.4,3.4,2,0.59,19.0,0,0
600438.SH,通威股份,5,5,2026-05-06,80.0,0.0,20.0,80.0,数据不足,0.68,0.14,2026.0,,21.28,2,-2.55,-11.3,0,0
600460.SH,士兰微,5,1,2026-04-28,80.0,0.0,20.0,100.0,数据不足,0.35,0.1,2025.0,93.7,36.8,4,-11.87,-26.4,0,1
600482.SH,中国动力,5,4,2026-05-11,100.0,0.0,0.0,100.0,数据不足,1.11,0.35,2026.0,38.1,,0,,,0,0
600487.SH,亨通光电,5,0,2025-05-11,80.0,0.0,20.0,,数据不足,1.35,0.03,2025.0,11.6,21.53,2,-3.06,-13.3,0,0
600741.SH,华域汽车,5,4,2026-05-12,80.0,0.0,20.0,75.0,数据不足,2.39,0.04,2026.0,7.9,24.42,3,0.59,2.3,0,0
600733.SH,北汽蓝谷,5,0,2025-05-07,100.0,0.0,0.0,,数据不足,0.99,0.21,2024.0,,11.0,1,,,0,0
600732.SH,爱旭股份,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,0.25,0.16,2025.0,64.7,14.0,1,,,0,0
600703.SH,三安光电,5,0,2025-05-08,100.0,0.0,0.0,,数据不足,0.22,0.07,2024.0,60.0,14.78,1,,,0,0
600690.SH,海尔智家,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,2.2,0.03,2026.0,9.8,29.93,3,-0.96,-3.5,0,0
600674.SH,川投能源,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,1.05,0.04,2026.0,14.5,19.54,3,-0.19,-1.0,0,0
600660.SH,福耀玻璃,5,5,2026-05-04,100.0,0.0,0.0,100.0,数据不足,3.96,0.09,2026.0,15.0,70.0,1,,,0,0
600655.SH,豫园股份,5,0,2025-05-05,80.0,0.0,20.0,,数据不足,0.31,0.06,2025.0,18.8,6.43,1,,,0,0
600600.SH,青岛啤酒,5,5,2026-05-11,80.0,0.0,20.0,80.0,数据不足,3.57,0.06,2026.0,17.7,74.8,1,,,0,0
600588.SH,用友网络,5,4,2026-05-06,80.0,0.0,20.0,75.0,数据不足,0.06,0.07,2026.0,741.1,15.98,3,5.34,44.5,0,1
600585.SH,海螺水泥,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,1.68,0.06,2026.0,12.2,29.76,1,,,0,0
600584.SH,长电科技,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,1.13,0.08,2026.0,44.2,54.2,1,,,0,0
600583.SH,海油工程,5,0,2025-05-07,80.0,0.0,20.0,,数据不足,0.55,0.02,2025.0,9.8,7.2,2,-1.39,-17.6,0,0
600570.SH,恒生电子,5,1,2026-04-30,80.0,0.0,20.0,100.0,数据不足,0.74,0.05,2026.0,35.2,34.42,3,-1.75,-4.9,0,0
600566.SH,济川药业,5,0,2025-05-10,100.0,0.0,0.0,,数据不足,2.44,0.22,2025.0,10.8,,0,,,0,0
600547.SH,山东黄金,5,2,2026-05-06,80.0,0.0,20.0,100.0,升级,2.13,0.12,2026.0,17.8,49.11,2,-0.09,-0.2,0,0
600535.SH,天士力,5,0,2025-05-06,100.0,0.0,0.0,,数据不足,0.75,0.02,2025.0,20.1,16.9,3,1.06,6.3,0,0
600522.SH,中天科技,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,1.97,0.24,2026.0,18.2,44.28,2,8.55,21.4,0,0
600521.SH,华海药业,5,0,2025-05-06,80.0,0.0,20.0,,数据不足,0.85,0.03,2024.0,19.4,19.09,4,-4.22,-21.1,0,1
600519.SH,贵州茅台,5,5,2026-05-13,80.0,0.0,20.0,80.0,数据不足,68.42,2.18,2026.0,20.3,1945.0,1,,,0,0
600515.SH,海南机场,5,5,2026-05-11,80.0,0.0,20.0,80.0,数据不足,0.03,0.01,2026.0,152.0,4.12,2,0.09,2.2,0,0
600498.SH,烽火通信,5,0,2025-05-06,100.0,0.0,0.0,,数据不足,0.75,0.15,2025.0,30.4,29.72,1,,,0,0
600489.SH,中金黄金,5,5,2026-05-08,80.0,0.0,20.0,80.0,数据不足,2.05,0.19,2026.0,13.1,31.78,1,,,0,0
601318.SH,中国平安,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,7.96,0.48,2026.0,7.4,78.0,1,,,0,0
601319.SH,中国人保,5,5,2026-05-10,100.0,0.0,0.0,100.0,数据不足,1.1,0.08,2026.0,6.5,9.0,1,,,0,0
601328.SH,交通银行,5,4,2026-05-08,100.0,0.0,0.0,100.0,数据不足,1.12,0.01,2026.0,6.5,8.8,3,0.55,6.4,0,0
603486.SH,科沃斯,5,0,2025-05-12,100.0,0.0,0.0,,数据不足,2.86,0.27,2025.0,18.5,65.12,2,-4.25,-6.3,0,0
603939.SH,益丰药房,5,0,2025-05-14,100.0,0.0,0.0,,数据不足,1.46,0.02,2025.0,19.2,36.0,1,,,0,0
603899.SH,晨光股份,5,0,2025-05-10,60.0,0.0,40.0,,数据不足,1.67,0.03,2025.0,18.0,,0,,,0,0
603893.SH,瑞芯微,5,5,2026-05-05,100.0,0.0,0.0,100.0,数据不足,3.24,0.13,2026.0,55.7,,0,,,0,0
603882.SH,金域医学,5,0,2025-05-08,40.0,0.0,60.0,,数据不足,0.51,0.33,2025.0,99.6,30.77,2,-2.14,-6.7,0,0
603833.SH,欧派家居,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,3.27,0.22,2026.0,14.6,,0,,,0,0
603806.SH,福斯特,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.62,0.08,2026.0,31.1,26.2,1,,,0,0
603799.SH,华友钴业,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,5.06,0.28,2026.0,12.8,78.25,2,4.5,5.9,0,0
603659.SH,璞泰来,5,5,2026-04-30,100.0,0.0,0.0,100.0,数据不足,1.56,0.08,2026.0,23.6,46.09,4,-14.36,-26.4,0,0
603658.SH,安图生物,5,0,2025-05-14,100.0,0.0,0.0,,数据不足,2.23,0.04,2025.0,17.8,47.65,3,1.05,2.2,0,0
603517.SH,绝味食品,5,0,2025-05-10,100.0,0.0,0.0,,数据不足,0.81,0.03,2025.0,21.0,20.0,1,,,0,0
603501.SH,豪威集团,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,3.23,0.16,2026.0,30.5,148.58,1,,,0,0
603369.SH,今世缘,5,5,2026-05-10,80.0,0.0,20.0,80.0,数据不足,2.12,0.04,2026.0,13.3,,0,,,0,0
601998.SH,中信银行,5,3,2026-05-05,80.0,0.0,20.0,100.0,升级,1.31,0.0,2026.0,6.5,,0,,,0,0
603338.SH,浙江鼎力,5,0,2025-05-14,100.0,0.0,0.0,,数据不足,4.08,0.23,2025.0,11.1,52.71,2,-2.38,-4.4,0,0
603296.SH,华勤技术,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,4.77,0.07,2026.0,23.5,,0,,,0,0
603290.SH,斯达半导,5,0,2025-04-28,80.0,0.0,20.0,,数据不足,2.65,0.4,2025.0,32.3,100.09,5,-8.79,-9.0,0,0
603288.SH,海天味业,5,5,2026-04-29,80.0,0.0,20.0,80.0,数据不足,1.35,0.01,2026.0,29.2,,0,,,0,0
603260.SH,合盛硅业,5,4,2026-05-02,80.0,0.0,20.0,100.0,数据不足,1.04,0.3,2026.0,47.1,53.81,2,-2.38,-4.3,0,0
603259.SH,药明康德,5,5,2026-05-14,80.0,0.0,20.0,80.0,数据不足,6.19,0.44,2026.0,17.8,161.19,3,-60.24,-30.1,0,0
603233.SH,大参林,5,0,2025-05-08,100.0,0.0,0.0,,数据不足,0.97,0.02,2025.0,19.3,22.0,1,,,0,0
603195.SH,公牛集团,5,5,2026-05-07,100.0,0.0,0.0,100.0,数据不足,2.36,0.03,2026.0,18.4,59.25,1,,,0,0
603160.SH,汇顶科技,5,0,2025-04-24,80.0,0.0,20.0,,数据不足,1.87,0.05,2025.0,39.8,82.0,1,,,0,0
603156.SH,养元饮品,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,1.07,0.05,2024.0,21.0,,0,,,0,0
603087.SH,甘李药业,5,0,2025-05-14,80.0,0.0,20.0,,数据不足,1.73,0.4,2025.0,29.8,61.1,2,-3.79,-6.0,0,0
603986.SH,兆易创新,5,5,2026-05-15,100.0,0.0,0.0,100.0,数据不足,8.93,1.62,2026.0,38.6,484.16,2,77.68,17.4,0,0
603993.SH,洛阳钼业,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,1.55,0.15,2026.0,12.4,,0,,,0,0
605117.SH,德业股份,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,6.03,0.28,2026.0,25.0,175.32,3,-3.11,-1.7,0,0
605499.SH,东鹏饮料,5,5,2026-05-08,100.0,0.0,0.0,100.0,数据不足,9.66,0.15,2026.0,21.0,280.07,3,15.4,5.6,0,0
688599.SH,天合光能,5,5,2026-05-09,100.0,0.0,0.0,100.0,数据不足,0.22,0.14,2026.0,108.9,22.0,1,,,0,0
688561.SH,奇安信,5,0,2025-04-30,60.0,0.0,40.0,,数据不足,0.27,0.17,2024.0,177.5,39.62,4,-5.49,-12.8,0,0
688506.SH,百利天恒,5,3,2026-05-06,100.0,0.0,0.0,100.0,稳定,2.26,0.78,2026.0,75.6,361.02,2,49.79,14.8,0,0
688472.SH,阿特斯,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.64,0.12,2026.0,22.8,18.0,1,,,0,0
688396.SH,华润微,5,5,2026-04-29,80.0,20.0,0.0,80.0,数据不足,0.97,0.36,2026.0,67.8,63.65,3,-14.08,-17.4,0,0
688363.SH,华熙生物,5,0,2025-05-06,60.0,0.0,40.0,,数据不足,0.97,0.09,2025.0,50.4,49.8,2,13.57,31.6,0,0
688303.SH,大全能源,5,4,2026-04-30,80.0,0.0,20.0,75.0,数据不足,0.13,0.1,2026.0,1572.0,29.33,3,-2.75,-9.1,0,0
688271.SH,联影医疗,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,2.92,0.12,2026.0,39.2,154.0,1,,,0,0
688256.SH,寒武纪,5,5,2026-05-05,100.0,0.0,0.0,100.0,数据不足,11.03,3.26,2026.0,124.8,1990.28,2,831.43,52.8,0,0
688223.SH,晶科能源,5,5,2026-05-12,100.0,0.0,0.0,100.0,数据不足,0.05,0.03,2026.0,148.5,7.6,1,,,0,0
688187.SH,时代电气,5,4,2026-05-12,100.0,0.0,0.0,100.0,数据不足,3.37,0.05,2026.0,14.7,59.81,2,-11.5,-17.5,0,0
688169.SH,石头科技,5,5,2026-05-04,100.0,0.0,0.0,100.0,数据不足,7.59,0.24,2026.0,15.4,150.0,1,,,0,0
688126.SH,沪硅产业,5,1,2026-04-22,60.0,20.0,20.0,100.0,数据不足,0.13,0.11,2025.0,1076.3,16.1,1,,,0,0
688111.SH,金山办公,5,5,2026-05-05,60.0,0.0,40.0,60.0,数据不足,7.74,0.85,2026.0,32.8,358.04,4,-9.05,-2.5,0,0
688082.SH,盛美上海,5,0,2026-03-19,100.0,0.0,0.0,,数据不足,3.62,0.3,2026.0,48.1,199.0,1,,,0,0
688065.SH,凯赛生物,5,0,2025-04-28,100.0,0.0,0.0,,数据不足,0.87,0.1,2025.0,60.8,63.0,1,,,0,0
688047.SH,龙芯中科,5,3,2026-05-11,80.0,0.0,20.0,100.0,升级,0.79,0.27,2025.0,,177.99,1,,,0,0
688041.SH,海光信息,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,1.94,0.21,2026.0,155.5,320.36,1,,,0,0
688036.SH,传音控股,5,5,2026-05-07,80.0,0.0,20.0,80.0,数据不足,2.87,0.3,2026.0,20.4,60.0,1,,,0,0
688012.SH,中微公司,5,5,2026-05-10,80.0,0.0,20.0,80.0,数据不足,5.37,0.42,2026.0,69.5,460.27,2,-24.54,-5.2,0,0
688009.SH,中国通号,5,1,2026-05-11,80.0,0.0,20.0,100.0,数据不足,0.37,0.02,2026.0,14.7,6.63,2,-0.06,-0.9,0,0
688008.SH,澜起科技,5,5,2026-05-13,100.0,0.0,0.0,100.0,数据不足,2.55,0.71,2026.0,65.1,297.38,2,131.25,56.6,0,0
688005.SH,容百科技,5,0,2025-05-13,100.0,0.0,0.0,,数据不足,0.96,0.17,2025.0,22.1,30.29,3,-5.26,-16.9,0,0
603019.SH,中科曙光,5,5,2026-05-07,80.0,0.0,20.0,80.0,数据不足,2.04,0.06,2026.0,46.7,99.9,2,1.84,1.9,0,0
601995.SH,中金公司,5,5,2026-05-09,100.0,0.0,0.0,100.0,数据不足,2.53,0.19,2026.0,13.6,41.78,2,-4.88,-11.0,0,0
601336.SH,新华保险,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,11.07,1.93,2026.0,6.2,82.76,2,-4.48,-5.3,0,0
601628.SH,中国人寿,5,5,2026-05-11,100.0,0.0,0.0,100.0,数据不足,4.87,0.88,2026.0,8.1,47.42,2,0.83,1.8,0,0
601788.SH,光大证券,5,1,2026-04-30,80.0,0.0,20.0,100.0,数据不足,0.81,0.08,2025.0,21.9,19.0,1,,,0,0
601766.SH,中国中车,5,2,2026-05-10,100.0,0.0,0.0,100.0,稳定,0.5,0.0,2026.0,12.3,,0,,,0,0
601728.SH,中国电信,5,5,2026-04-29,100.0,0.0,0.0,100.0,数据不足,0.33,0.02,2026.0,18.2,8.11,1,,,0,0
601699.SH,潞安环能,5,5,2026-05-05,80.0,0.0,20.0,80.0,数据不足,1.03,0.1,2026.0,15.4,18.1,2,1.6,9.2,0,0
601698.SH,中国卫通,5,0,2026-04-08,80.0,0.0,20.0,,数据不足,0.14,0.01,2024.0,139.8,,0,,,0,0
601689.SH,拓普集团,5,5,2026-05-08,80.0,0.0,20.0,80.0,数据不足,1.96,0.06,2026.0,30.7,69.3,1,,,0,0
601688.SH,华泰证券,5,5,2026-05-09,100.0,0.0,0.0,100.0,数据不足,2.13,0.08,2026.0,9.1,21.42,1,,,0,0
601669.SH,中国电建,5,5,2026-05-14,100.0,0.0,0.0,100.0,数据不足,0.59,0.01,2026.0,9.6,8.16,1,,,0,0
601668.SH,中国建筑,5,5,2026-05-08,80.0,0.0,20.0,80.0,数据不足,0.96,0.03,2026.0,5.1,6.2,2,0.4,6.7,0,0
601658.SH,邮储银行,5,4,2026-05-09,80.0,0.0,20.0,75.0,数据不足,0.75,0.01,2026.0,7.0,6.62,4,0.6,9.2,0,0
601633.SH,长城汽车,5,5,2026-05-06,100.0,0.0,0.0,100.0,数据不足,1.43,0.06,2026.0,14.1,26.08,3,-0.16,-0.6,0,0
601618.SH,中国中冶,5,1,2026-05-06,100.0,0.0,0.0,100.0,数据不足,0.26,0.01,2026.0,11.2,3.76,2,0.49,14.0,0,0
601992.SH,金隅集团,5,0,2024-12-09,40.0,0.0,60.0,,数据不足,0.04,0.02,2024.0,69.8,2.85,5,0.62,29.5,0,1
601615.SH,明阳智能,5,0,2025-05-11,80.0,0.0,20.0,,数据不足,0.99,0.06,2025.0,10.4,13.0,1,,,0,0
601607.SH,上海医药,5,1,2026-05-08,80.0,0.0,20.0,100.0,数据不足,1.51,0.13,2026.0,11.4,25.88,1,,,0,0
601601.SH,中国太保,5,5,2026-04-30,100.0,0.0,0.0,100.0,数据不足,5.79,0.56,2026.0,6.4,52.0,2,3.01,6.0,0,0
